d,t,ln(t),asin(ln(t)),p,ln(p),ln(ln(p)),asin(ln(ln(p))),ln(ln(p_s)),asin(ln(ln(p_s))),ln(p_s),p_s,asin(ln(ln(p_r))),ln(ln(p_r)),ln(p_r),p_r,dp,ln(dp),ln(ln(dp)),p_m,ln(p_m),ln(ln(p_m)),asin(ln(ln(p_m))),dp_m,ln(dp_m),ln(ln(dp_m)),ln(ln(dp))%,ln(ln(dp_m))%,ixic_p,ln(ixic_p),ixic_p_s,ln(ixic_p_s),ixic_p_r,ln(ixic_p_r),ixic_dp,ixic_dp%,ixic_diff_dp%
2010-12-17,0.1973,4.3768,0.3486,0.2500,1.6137,3.4785,0.4224,3.4024,0.4116,1.4955,0.2221,0.5258,4.1521,3.1650,1.1794,0.0108,0.8001,2.7770,0.2307,1.5335,3.4276,0.4151,0.0036,0.7323,2.6885,0.1861,0.0662,2643.3500,7.8798,2056.1330,7.6286,3506.2478,8.1623,0.2512,0.4707,-0.2846
2010-12-18,0.2000,4.3906,0.3498,0.2500,1.6137,3.4785,0.4224,3.4098,0.4126,1.5065,0.2246,0.5268,4.1584,3.1848,1.2030,0.0098,0.7907,2.7651,0.2319,1.5387,3.4309,0.4156,0.0030,0.7269,2.6810,0.1700,0.0561,2643.3500,7.8798,2056.9236,7.6290,3507.5960,8.1627,0.2508,0.4700,-0.3000
2010-12-19,0.2027,4.4042,0.3510,0.2400,1.5729,3.4529,0.4187,3.4171,0.4137,1.5175,0.2271,0.5278,4.1646,3.2046,1.2270,0.0051,0.7470,2.7083,0.2333,1.5444,3.4346,0.4161,0.0025,0.7220,2.6742,0.0931,0.0469,2643.3500,7.8798,2057.7145,7.6294,3508.9448,8.1631,0.2505,0.4693,-0.3762
2010-12-20,0.2055,4.4176,0.3522,0.2600,1.6529,3.5025,0.4258,3.4243,0.4147,1.5285,0.2296,0.5289,4.1707,3.2241,1.2512,0.0112,0.8033,2.7810,0.2347,1.5505,3.4386,0.4167,0.0020,0.7175,2.6681,0.1915,0.0385,2651.9800,7.8831,2058.5057,7.6297,3510.2940,8.1635,0.2533,0.4746,-0.2832
2010-12-21,0.2082,4.4308,0.3534,0.2500,1.6137,3.4785,0.4224,3.4313,0.4157,1.5393,0.2321,0.5299,4.1767,3.2436,1.2758,0.0067,0.7625,2.7288,0.2362,1.5571,3.4428,0.4173,0.0016,0.7136,2.6626,0.1208,0.0311,2658.9400,7.8857,2059.2973,7.6301,3511.6438,8.1638,0.2556,0.4788,-0.3580
2010-12-22,0.2110,4.4439,0.3545,0.2500,1.6137,3.4785,0.4224,3.4383,0.4167,1.5501,0.2346,0.5309,4.1826,3.2628,1.3006,0.0057,0.7531,2.7165,0.2379,1.5641,3.4473,0.4179,0.0013,0.7101,2.6577,0.1041,0.0245,2669.0000,7.8895,2060.0891,7.6305,3512.9941,8.1642,0.2590,0.4852,-0.3811
2010-12-23,0.2137,4.4568,0.3557,0.2500,1.6137,3.4785,0.4224,3.4452,0.4176,1.5609,0.2371,0.5318,4.1884,3.2819,1.3257,0.0047,0.7438,2.7040,0.2397,1.5716,3.4521,0.4186,0.0010,0.7071,2.6534,0.0873,0.0187,2667.4200,7.8889,2060.8812,7.6309,3514.3449,8.1646,0.2580,0.4834,-0.3961
2010-12-24,0.2164,4.4696,0.3568,0.2500,1.6137,3.4785,0.4224,3.4520,0.4186,1.5715,0.2397,0.5328,4.1942,3.3009,1.3511,0.0038,0.7345,2.6915,0.2416,1.5794,3.4571,0.4193,0.0007,0.7045,2.6498,0.0702,0.0137,2667.4200,7.8889,2061.6737,7.6313,3515.6962,8.1650,0.2576,0.4826,-0.4124
2010-12-25,0.2192,4.4821,0.3580,0.2500,1.6137,3.4785,0.4224,3.4588,0.4196,1.5821,0.2422,0.5338,4.1999,3.3197,1.3768,0.0028,0.7252,2.6788,0.2436,1.5876,3.4623,0.4201,0.0005,0.7024,2.6467,0.0530,0.0096,2667.4200,7.8889,2062.4664,7.6317,3517.0480,8.1654,0.2572,0.4819,-0.4289
2010-12-26,0.2219,4.4946,0.3591,0.2500,1.6137,3.4785,0.4224,3.4654,0.4205,1.5927,0.2448,0.5347,4.2055,3.3384,1.4028,0.0019,0.7160,2.6659,0.2457,1.5963,3.4677,0.4208,0.0003,0.7006,2.6442,0.0356,0.0062,2667.4200,7.8889,2063.2595,7.6320,3518.4004,8.1658,0.2568,0.4812,-0.4456
2010-12-27,0.2247,4.5068,0.3602,0.2600,1.6529,3.5025,0.4258,3.4720,0.4215,1.6032,0.2474,0.5356,4.2110,3.3570,1.4290,0.0044,0.7403,2.6993,0.2479,1.6052,3.4733,0.4216,0.0002,0.6993,2.6423,0.0808,0.0036,2657.0900,7.8850,2064.0528,7.6324,3519.7533,8.1661,0.2526,0.4732,-0.3924
2010-12-28,0.2274,4.5189,0.3613,0.2700,1.6907,3.5251,0.4291,3.4785,0.4224,1.6136,0.2500,0.5366,4.2165,3.3754,1.4556,0.0067,0.7623,2.7286,0.2502,1.6146,3.4791,0.4225,0.0001,0.6983,2.6409,0.1205,0.0017,2671.8500,7.8905,2064.8465,7.6328,3521.1067,8.1665,0.2577,0.4829,-0.3624
2010-12-29,0.2301,4.5309,0.3623,0.2900,1.7621,3.5665,0.4351,3.4849,0.4233,1.6240,0.2526,0.5375,4.2219,3.3937,1.4825,0.0118,0.8088,2.7878,0.2526,1.6242,3.4850,0.4233,0.0000,0.6977,2.6400,0.2007,0.0005,2667.1800,7.8888,2065.6405,7.6332,3522.4606,8.1669,0.2556,0.4789,-0.2782
2010-12-30,0.2329,4.5428,0.3634,0.3000,1.7960,3.5856,0.4379,3.4912,0.4242,1.6343,0.2552,0.5384,4.2273,3.4119,1.5097,0.0137,0.8254,2.8081,0.2552,1.6343,3.4912,0.4242,0.0000,0.6974,2.6396,0.2282,0.0000,2665.6800,7.8882,2066.4347,7.6336,3523.8150,8.1673,0.2546,0.4771,-0.2489
2010-12-31,0.2356,4.5544,0.3645,0.2900,1.7621,3.5665,0.4351,3.4974,0.4251,1.6445,0.2578,0.5393,4.2325,3.4299,1.5372,0.0100,0.7925,2.7675,0.2579,1.6446,3.4975,0.4251,0.0000,0.6975,2.6398,0.1732,0.0002,2660.5800,7.8863,2067.2293,7.6340,3525.1700,8.1677,0.2523,0.4728,-0.2996
2011-01-01,0.2384,4.5660,0.3655,0.3000,1.7960,3.5856,0.4379,3.5036,0.4260,1.6547,0.2605,0.5402,4.2378,3.4479,1.5650,0.0119,0.8095,2.7887,0.2606,1.6553,3.5040,0.4260,0.0001,0.6979,2.6404,0.2020,0.0010,2660.5800,7.8863,2068.0242,7.6343,3526.5255,8.1681,0.2520,0.4721,-0.2701
2011-01-02,0.2411,4.5774,0.3665,0.3000,1.7960,3.5856,0.4379,3.5097,0.4269,1.6648,0.2631,0.5411,4.2429,3.4657,1.5931,0.0110,0.8017,2.7789,0.2635,1.6663,3.5106,0.4270,0.0001,0.6987,2.6415,0.1887,0.0025,2660.5800,7.8863,2068.8194,7.6347,3527.8815,8.1685,0.2516,0.4713,-0.2826
2011-01-03,0.2438,4.5887,0.3676,0.3000,1.7960,3.5856,0.4379,3.5158,0.4277,1.6749,0.2658,0.5419,4.2480,3.4833,1.6215,0.0101,0.7938,2.7691,0.2665,1.6777,3.5174,0.4280,0.0002,0.6998,2.6430,0.1753,0.0046,2676.6500,7.8923,2069.6149,7.6351,3529.2380,8.1688,0.2572,0.4819,-0.3066
2011-01-04,0.2466,4.5999,0.3686,0.2900,1.7621,3.5665,0.4351,3.5218,0.4286,1.6850,0.2685,0.5428,4.2530,3.5009,1.6502,0.0065,0.7602,2.7258,0.2696,1.6893,3.5243,0.4290,0.0004,0.7011,2.6450,0.1168,0.0072,2699.8600,7.9010,2070.4107,7.6355,3530.5951,8.1692,0.2655,0.4974,-0.3806
2011-01-05,0.2493,4.6110,0.3696,0.3000,1.7960,3.5856,0.4379,3.5277,0.4295,1.6950,0.2712,0.5436,4.2580,3.5184,1.6793,0.0084,0.7781,2.7491,0.2729,1.7013,3.5314,0.4300,0.0005,0.7028,2.6473,0.1483,0.0104,2673.9100,7.8913,2071.2068,7.6359,3531.9526,8.1696,0.2554,0.4785,-0.3302
2011-01-06,0.2521,4.6219,0.3706,0.3000,1.7960,3.5856,0.4379,3.5335,0.4303,1.7049,0.2739,0.5445,4.2629,3.5357,1.7086,0.0076,0.7703,2.7390,0.2763,1.7136,3.5386,0.4310,0.0007,0.7048,2.6501,0.1346,0.0142,2704.3800,7.9026,2072.0032,7.6363,3533.3107,8.1700,0.2664,0.4991,-0.3644
2011-01-07,0.2548,4.6327,0.3715,0.3100,1.8288,3.6037,0.4405,3.5393,0.4311,1.7148,0.2766,0.5453,4.2678,3.5529,1.7383,0.0094,0.7870,2.7604,0.2798,1.7262,3.5459,0.4321,0.0010,0.7070,2.6533,0.1636,0.0185,2712.7500,7.9057,2072.7999,7.6367,3534.6693,8.1704,0.2691,0.5041,-0.3405
2011-01-08,0.2575,4.6434,0.3725,0.3100,1.8288,3.6037,0.4405,3.5450,0.4320,1.7246,0.2793,0.5461,4.2726,3.5700,1.7683,0.0085,0.7794,2.7507,0.2834,1.7392,3.5534,0.4332,0.0012,0.7095,2.6568,0.1505,0.0233,2712.7500,7.9057,2073.5969,7.6370,3536.0285,8.1708,0.2687,0.5034,-0.3529
2011-01-09,0.2603,4.6540,0.3735,0.3200,1.8606,3.6209,0.4430,3.5507,0.4328,1.7344,0.2821,0.5470,4.2773,3.5870,1.7987,0.0102,0.7949,2.7705,0.2872,1.7524,3.5610,0.4343,0.0015,0.7123,2.6607,0.1773,0.0286,2712.7500,7.9057,2074.3943,7.6374,3537.3881,8.1711,0.2683,0.5027,-0.3254
2011-01-10,0.2630,4.6645,0.3744,0.3200,1.8606,3.6209,0.4430,3.5563,0.4336,1.7441,0.2848,0.5478,4.2820,3.6039,1.8293,0.0094,0.7876,2.7612,0.2911,1.7659,3.5687,0.4354,0.0018,0.7153,2.6649,0.1647,0.0343,2691.4700,7.8978,2075.1919,7.6378,3538.7483,8.1715,0.2600,0.4872,-0.3225
2011-01-11,0.2658,4.6748,0.3754,0.3200,1.8606,3.6209,0.4430,3.5618,0.4344,1.7538,0.2876,0.5486,4.2867,3.6207,1.8603,0.0086,0.7802,2.7518,0.2952,1.7798,3.5765,0.4365,0.0021,0.7186,2.6695,0.1519,0.0405,2719.6000,7.9082,2075.9899,7.6382,3540.1090,8.1719,0.2700,0.5060,-0.3541
2011-01-12,0.2685,4.6851,0.3763,0.3400,1.9212,3.6529,0.4477,3.5673,0.4352,1.7635,0.2904,0.5494,4.2913,3.6374,1.8916,0.0126,0.8157,2.7963,0.2994,1.7940,3.5844,0.4377,0.0025,0.7221,2.6744,0.2122,0.0471,2731.4500,7.9126,2076.7881,7.6386,3541.4703,8.1723,0.2740,0.5134,-0.3012
2011-01-13,0.2712,4.6952,0.3772,0.3600,1.9783,3.6823,0.4521,3.5727,0.4360,1.7731,0.2932,0.5502,4.2958,3.6540,1.9233,0.0161,0.8468,2.8337,0.3038,1.8085,3.5925,0.4389,0.0029,0.7258,2.6796,0.2629,0.0541,2734.9300,7.9139,2077.5867,7.6390,3542.8320,8.1727,0.2749,0.5151,-0.2522
2011-01-14,0.2740,4.7053,0.3781,0.3900,2.0584,3.7219,0.4580,3.5781,0.4368,1.7826,0.2960,0.5510,4.3003,3.6705,1.9552,0.0212,0.8901,2.8836,0.3083,1.8233,3.6006,0.4401,0.0033,0.7298,2.6850,0.3304,0.0615,2732.4800,7.9130,2078.3855,7.6393,3544.1943,8.1731,0.2736,0.5127,-0.1822
2011-01-15,0.2767,4.7152,0.3790,0.3900,2.0584,3.7219,0.4580,3.5834,0.4375,1.7921,0.2988,0.5517,4.3048,3.6869,1.9876,0.0205,0.8837,2.8763,0.3130,1.8384,3.6089,0.4413,0.0037,0.7340,2.6908,0.3206,0.0693,2732.4800,7.9130,2079.1847,7.6397,3545.5571,8.1735,0.2732,0.5119,-0.1913
2011-01-16,0.2795,4.7251,0.3800,0.3900,2.0584,3.7219,0.4580,3.5887,0.4383,1.8016,0.3017,0.5525,4.3092,3.7032,2.0202,0.0197,0.8773,2.8691,0.3179,1.8539,3.6173,0.4425,0.0042,0.7384,2.6967,0.3108,0.0774,2732.4800,7.9130,2079.9842,7.6401,3546.9204,8.1738,0.2728,0.5112,-0.2004
2011-01-17,0.2822,4.7348,0.3808,0.3500,1.9502,3.6679,0.4500,3.5939,0.4391,1.8110,0.3045,0.5533,4.3136,3.7194,2.0532,0.0109,0.8008,2.7779,0.3229,1.8696,3.6257,0.4437,0.0047,0.7430,2.7030,0.1873,0.0858,2732.4800,7.9130,2080.7840,7.6405,3548.2843,8.1742,0.2725,0.5105,-0.3232
2011-01-18,0.2849,4.7445,0.3817,0.3200,1.8606,3.6209,0.4430,3.5991,0.4398,1.8204,0.3074,0.5540,4.3179,3.7355,2.0866,0.0032,0.7289,2.6838,0.3282,1.8857,3.6343,0.4450,0.0052,0.7479,2.7095,0.0598,0.0946,2744.8000,7.9175,2081.5841,7.6409,3549.6486,8.1746,0.2766,0.5182,-0.4584
2011-01-19,0.2877,4.7541,0.3826,0.3100,1.8288,3.6037,0.4405,3.6042,0.4406,1.8297,0.3103,0.5548,4.3222,3.7515,2.1203,-0.0001,0.6967,2.6386,0.3336,1.9022,3.6430,0.4463,0.0057,0.7529,2.7162,-0.0014,0.1037,2762.8100,7.9240,2082.3845,7.6413,3551.0135,8.1750,0.2827,0.5297,-0.5312
2011-01-20,0.2904,4.7635,0.3835,0.3500,1.9502,3.6679,0.4500,3.6092,0.4413,1.8390,0.3132,0.5555,4.3264,3.7675,2.1543,0.0086,0.7804,2.7520,0.3392,1.9189,3.6518,0.4476,0.0063,0.7581,2.7231,0.1522,0.1130,2712.4000,7.9056,2083.1852,7.6417,3552.3790,8.1754,0.2639,0.4945,-0.3423
2011-01-21,0.2932,4.7729,0.3843,0.4000,2.0837,3.7341,0.4598,3.6143,0.4421,1.8483,0.3161,0.5562,4.3306,3.7833,2.1887,0.0178,0.8612,2.8506,0.3451,1.9360,3.6606,0.4489,0.0068,0.7635,2.7302,0.2857,0.1226,2716.9200,7.9073,2083.9862,7.6420,3553.7449,8.1758,0.2652,0.4969,-0.2112
2011-01-22,0.2959,4.7822,0.3852,0.4300,2.1560,3.7683,0.4650,3.6192,0.4428,1.8575,0.3190,0.5570,4.3348,3.7991,2.2234,0.0222,0.8980,2.8924,0.3511,1.9534,3.6696,0.4502,0.0074,0.7691,2.7374,0.3424,0.1325,2716.9200,7.9073,2084.7875,7.6424,3555.1114,8.1761,0.2648,0.4962,-0.1538
2011-01-23,0.2986,4.7915,0.3860,0.4400,2.1790,3.7789,0.4666,3.6242,0.4435,1.8667,0.3220,0.5577,4.3389,3.8147,2.2585,0.0231,0.9052,2.9004,0.3574,1.9712,3.6786,0.4516,0.0080,0.7748,2.7449,0.3532,0.1426,2716.9200,7.9073,2085.5892,7.6428,3556.4784,8.1765,0.2644,0.4955,-0.1423
2011-01-24,0.3014,4.8006,0.3869,0.4100,2.1084,3.7459,0.4616,3.6290,0.4442,1.8758,0.3249,0.5584,4.3429,3.8303,2.2940,0.0174,0.8578,2.8466,0.3640,1.9893,3.6878,0.4529,0.0087,0.7808,2.7525,0.2804,0.1529,2693.0300,7.8984,2086.3911,7.6432,3557.8459,8.1769,0.2552,0.4782,-0.1978
2011-01-25,0.3041,4.8096,0.3877,0.4200,2.1325,3.7573,0.4633,3.6339,0.4449,1.8849,0.3279,0.5591,4.3470,3.8458,2.3298,0.0184,0.8663,2.8565,0.3708,2.0078,3.6970,0.4543,0.0094,0.7869,2.7603,0.2937,0.1635,2704.2500,7.9026,2087.1934,7.6436,3559.2139,8.1773,0.2590,0.4853,-0.1916
2011-01-26,0.3068,4.8186,0.3886,0.4100,2.1084,3.7459,0.4616,3.6387,0.4456,1.8940,0.3309,0.5598,4.3510,3.8612,2.3660,0.0160,0.8456,2.8323,0.3778,2.0266,3.7064,0.4557,0.0100,0.7931,2.7682,0.2610,0.1742,2724.5200,7.9100,2087.9959,7.6440,3560.5825,8.1777,0.2661,0.4986,-0.2375
2011-01-27,0.3096,4.8275,0.3894,0.4400,2.1790,3.7789,0.4666,3.6434,0.4463,1.9030,0.3339,0.5605,4.3549,3.8765,2.4025,0.0203,0.8819,2.8743,0.3851,2.0458,3.7158,0.4571,0.0107,0.7995,2.7762,0.3179,0.1851,2745.1600,7.9176,2088.7988,7.6443,3561.9516,8.1781,0.2733,0.5120,-0.1941
2011-01-28,0.3123,4.8363,0.3902,0.4300,2.1560,3.7683,0.4650,3.6481,0.4470,1.9120,0.3369,0.5612,4.3589,3.8918,2.4394,0.0180,0.8625,2.8521,0.3927,2.0653,3.7253,0.4585,0.0115,0.8061,2.7844,0.2878,0.1961,2755.2800,7.9213,2089.6020,7.6447,3563.3213,8.1784,0.2765,0.5181,-0.2303
2011-01-29,0.3151,4.8450,0.3910,0.4400,2.1790,3.7789,0.4666,3.6528,0.4477,1.9209,0.3399,0.5619,4.3628,3.9069,2.4767,0.0189,0.8703,2.8610,0.4006,2.0852,3.7349,0.4600,0.0122,0.8128,2.7927,0.3000,0.2074,2755.2800,7.9213,2090.4055,7.6451,3564.6914,8.1788,0.2762,0.5174,-0.2175
2011-01-30,0.3178,4.8537,0.3918,0.4600,2.2235,3.7991,0.4697,3.6574,0.4484,1.9299,0.3430,0.5626,4.3666,3.9220,2.5144,0.0213,0.8901,2.8836,0.4088,2.1055,3.7445,0.4614,0.0130,0.8196,2.8011,0.3305,0.2187,2755.2800,7.9213,2091.2092,7.6455,3566.0621,8.1792,0.2758,0.5167,-0.1862
2011-01-31,0.3205,4.8623,0.3926,0.5100,2.3267,3.8444,0.4766,3.6620,0.4491,1.9387,0.3460,0.5633,4.3704,3.9370,2.5524,0.0275,0.9405,2.9387,0.4173,2.1261,3.7543,0.4629,0.0138,0.8266,2.8096,0.4051,0.2302,2693.3000,7.8985,2092.0134,7.6459,3567.4333,8.1796,0.2526,0.4734,-0.0683
2011-02-01,0.3233,4.8708,0.3934,0.7400,2.6989,3.9928,0.4998,3.6666,0.4498,1.9476,0.3491,0.5640,4.3742,3.9520,2.5908,0.0501,1.1034,3.0984,0.4262,2.1471,3.7641,0.4644,0.0146,0.8337,2.8181,0.6215,0.2418,2717.6100,7.9075,2092.8178,7.6463,3568.8050,8.1800,0.2612,0.4895,0.1320
2011-02-02,0.3260,4.8792,0.3942,0.7300,2.6853,3.9878,0.4990,3.6711,0.4504,1.9564,0.3522,0.5646,4.3780,3.9668,2.6296,0.0486,1.0935,3.0894,0.4354,2.1685,3.7741,0.4659,0.0154,0.8409,2.8268,0.6093,0.2535,2744.6800,7.9174,2093.6225,7.6467,3570.1773,8.1804,0.2708,0.5073,0.1020
2011-02-03,0.3288,4.8876,0.3950,0.7100,2.6575,3.9774,0.4974,3.6756,0.4511,1.9652,0.3553,0.5653,4.3817,3.9816,2.6687,0.0463,1.0778,3.0749,0.4450,2.1903,3.7840,0.4674,0.0163,0.8483,2.8355,0.5897,0.2653,2746.7400,7.9182,2094.4275,7.6470,3571.5501,8.1808,0.2711,0.5080,0.0817
2011-02-04,0.3315,4.8959,0.3957,0.8000,2.7769,4.0213,0.5044,3.6800,0.4518,1.9739,0.3584,0.5659,4.3854,3.9963,2.7083,0.0526,1.1203,3.1136,0.4550,2.2125,3.7941,0.4689,0.0172,0.8557,2.8442,0.6421,0.2772,2755.8500,7.9215,2095.2329,7.6474,3572.9234,8.1811,0.2741,0.5135,0.1286
2011-02-05,0.3342,4.9041,0.3965,0.8600,2.8492,4.0470,0.5085,3.6844,0.4524,1.9826,0.3615,0.5666,4.3890,4.0109,2.7482,0.0561,1.1429,3.1336,0.4654,2.2350,3.8043,0.4705,0.0180,0.8633,2.8530,0.6691,0.2891,2755.8500,7.9215,2096.0385,7.6478,3574.2973,8.1815,0.2737,0.5128,0.1564
2011-02-06,0.3370,4.9123,0.3973,0.8700,2.8607,4.0511,0.5092,3.6888,0.4531,1.9913,0.3647,0.5672,4.3926,4.0255,2.7885,0.0561,1.1429,3.1336,0.4762,2.2580,3.8145,0.4720,0.0190,0.8710,2.8619,0.6692,0.3011,2755.8500,7.9215,2096.8445,7.6482,3575.6716,8.1819,0.2733,0.5121,0.1571
2011-02-07,0.3397,4.9204,0.3980,0.8600,2.8492,4.0470,0.5085,3.6931,0.4537,1.9999,0.3678,0.5679,4.3962,4.0400,2.8292,0.0548,1.1346,3.1263,0.4874,2.2813,3.8248,0.4736,0.0199,0.8788,2.8708,0.6592,0.3131,2773.2600,7.9278,2097.6507,7.6486,3577.0465,8.1823,0.2792,0.5231,0.1361
2011-02-08,0.3425,4.9284,0.3988,0.9000,2.8946,4.0629,0.5111,3.6974,0.4543,2.0085,0.3710,0.5685,4.3998,4.0544,2.8703,0.0568,1.1469,3.1371,0.4991,2.3051,3.8351,0.4752,0.0208,0.8867,2.8797,0.6739,0.3252,2782.4100,7.9311,2098.4573,7.6490,3578.4220,8.1827,0.2821,0.5286,0.1453
2011-02-09,0.3452,4.9364,0.3995,0.9600,2.9592,4.0849,0.5147,3.7017,0.4550,2.0171,0.3742,0.5692,4.4033,4.0688,2.9118,0.0597,1.1656,3.1532,0.5113,2.3292,3.8455,0.4768,0.0218,0.8946,2.8887,0.6958,0.3373,2791.1300,7.9342,2099.2642,7.6493,3579.7979,8.1831,0.2849,0.5337,0.1620
2011-02-10,0.3479,4.9443,0.4002,0.9600,2.9592,4.0849,0.5147,3.7059,0.4556,2.0256,0.3774,0.5698,4.4068,4.0830,2.9537,0.0591,1.1616,3.1498,0.5240,2.3538,3.8560,0.4784,0.0228,0.9027,2.8976,0.6912,0.3495,2764.7600,7.9247,2100.0714,7.6497,3581.1744,8.1834,0.2750,0.5152,0.1759
2011-02-11,0.3507,4.9521,0.4010,0.9900,2.9899,4.0953,0.5164,3.7101,0.4562,2.0341,0.3807,0.5704,4.4103,4.0973,2.9959,0.0601,1.1683,3.1556,0.5373,2.3788,3.8666,0.4800,0.0238,0.9108,2.9066,0.6989,0.3616,2783.1600,7.9313,2100.8789,7.6501,3582.5514,8.1838,0.2812,0.5269,0.1720
2011-02-12,0.3534,4.9599,0.4017,1.0600,3.0583,4.1178,0.5201,3.7142,0.4569,2.0426,0.3839,0.5710,4.4138,4.1114,3.0386,0.0632,1.1874,3.1718,0.5511,2.4041,3.8772,0.4817,0.0248,0.9190,2.9156,0.7209,0.3738,2783.1600,7.9313,2101.6867,7.6505,3583.9290,8.1842,0.2808,0.5262,0.1947
2011-02-13,0.3562,4.9676,0.4024,1.0500,3.0488,4.1147,0.5196,3.7184,0.4575,2.0511,0.3872,0.5717,4.4172,4.1255,3.0817,0.0621,1.1805,3.1659,0.5655,2.4299,3.8879,0.4833,0.0258,0.9273,2.9245,0.7129,0.3859,2783.1600,7.9313,2102.4949,7.6509,3585.3071,8.1846,0.2805,0.5255,0.1874
2011-02-14,0.3589,4.9753,0.4032,1.0600,3.0583,4.1178,0.5201,3.7225,0.4581,2.0595,0.3904,0.5723,4.4206,4.1395,3.1252,0.0620,1.1798,3.1654,0.5805,2.4561,3.8986,0.4850,0.0269,0.9356,2.9335,0.7122,0.3981,2810.1900,7.9410,2103.3033,7.6513,3586.6857,8.1850,0.2897,0.5429,0.1693
2011-02-15,0.3616,4.9829,0.4039,1.0500,3.0488,4.1147,0.5196,3.7265,0.4587,2.0679,0.3937,0.5729,4.4239,4.1535,3.1691,0.0609,1.1729,3.1595,0.5961,2.4827,3.9094,0.4867,0.0280,0.9441,2.9424,0.7042,0.4102,2809.0200,7.9406,2104.1121,7.6516,3588.0648,8.1854,0.2889,0.5414,0.1628
2011-02-16,0.3644,4.9905,0.4046,1.0400,3.0392,4.1116,0.5191,3.7306,0.4593,2.0763,0.3970,0.5735,4.4273,4.1673,3.2134,0.0598,1.1659,3.1535,0.6125,2.5098,3.9202,0.4884,0.0291,0.9525,2.9514,0.6961,0.4223,2815.0900,7.9427,2104.9211,7.6520,3589.4445,8.1858,0.2907,0.5447,0.1514
2011-02-17,0.3671,4.9979,0.4053,1.0400,3.0392,4.1116,0.5191,3.7346,0.4599,2.0846,0.4004,0.5741,4.4306,4.1812,3.2582,0.0592,1.1621,3.1502,0.6295,2.5372,3.9311,0.4901,0.0302,0.9610,2.9603,0.6917,0.4344,2816.1200,7.9431,2105.7305,7.6524,3590.8247,8.1861,0.2907,0.5447,0.1470
2011-02-18,0.3699,5.0054,0.4060,0.8900,2.8835,4.0590,0.5105,3.7385,0.4605,2.0929,0.4037,0.5747,4.4339,4.1949,3.3033,0.0500,1.1027,3.0977,0.6473,2.5651,3.9420,0.4918,0.0313,0.9696,2.9691,0.6206,0.4464,2833.3500,7.9492,2106.5402,7.6528,3592.2054,8.1865,0.2964,0.5554,0.0652
2011-02-19,0.3726,5.0128,0.4067,0.9100,2.9057,4.0667,0.5117,3.7425,0.4611,2.1012,0.4070,0.5753,4.4371,4.2086,3.3489,0.0506,1.1070,3.1017,0.6659,2.5934,3.9530,0.4935,0.0324,0.9782,2.9780,0.6259,0.4583,2833.3500,7.9492,2107.3502,7.6532,3593.5867,8.1869,0.2960,0.5547,0.0712
2011-02-20,0.3753,5.0201,0.4074,0.8500,2.8375,4.0429,0.5079,3.7464,0.4617,2.1094,0.4104,0.5759,4.4404,4.2223,3.3949,0.0462,1.0771,3.0743,0.6853,2.6221,3.9640,0.4953,0.0336,0.9868,2.9868,0.5888,0.4702,2833.3500,7.9492,2108.1605,7.6536,3594.9685,8.1873,0.2956,0.5539,0.0349
2011-02-21,0.3781,5.0274,0.4081,0.8400,2.8256,4.0387,0.5072,3.7503,0.4623,2.1176,0.4138,0.5765,4.4436,4.2358,3.4413,0.0449,1.0685,3.0662,0.7055,2.6512,3.9750,0.4970,0.0347,0.9955,2.9955,0.5779,0.4821,2833.3500,7.9492,2108.9711,7.6540,3596.3508,8.1877,0.2953,0.5532,0.0247
2011-02-22,0.3808,5.0346,0.4087,0.8800,2.8722,4.0551,0.5098,3.7542,0.4629,2.1258,0.4172,0.5770,4.4468,4.2494,3.4881,0.0470,1.0825,3.0793,0.7267,2.6807,3.9861,0.4988,0.0359,1.0042,3.0042,0.5956,0.4939,2795.4400,7.9357,2109.7821,7.6543,3597.7336,8.1881,0.2814,0.5273,0.0684
2011-02-23,0.3836,5.0417,0.4094,0.9000,2.8946,4.0629,0.5111,3.7580,0.4634,2.1340,0.4206,0.5776,4.4499,4.2628,3.5354,0.0477,1.0872,3.0836,0.7487,2.7106,3.9972,0.5005,0.0371,1.0129,3.0129,0.6014,0.5056,2755.2000,7.9212,2110.5933,7.6547,3599.1170,8.1884,0.2665,0.4994,0.1021
2011-02-24,0.3863,5.0489,0.4101,0.9500,2.9487,4.0814,0.5141,3.7618,0.4640,2.1421,0.4241,0.5782,4.4531,4.2762,3.5831,0.0501,1.1035,3.0985,0.7718,2.7410,4.0083,0.5023,0.0383,1.0217,3.0214,0.6217,0.5172,2726.5900,7.9108,2111.4049,7.6551,3600.5009,8.1888,0.2557,0.4791,0.1426
2011-02-25,0.3890,5.0559,0.4108,0.9600,2.9592,4.0849,0.5147,3.7656,0.4646,2.1502,0.4275,0.5788,4.4562,4.2896,3.6312,0.0501,1.1036,3.0986,0.7959,2.7717,4.0195,0.5041,0.0395,1.0304,3.0300,0.6217,0.5288,2752.1600,7.9201,2112.2167,7.6555,3601.8854,8.1892,0.2646,0.4959,0.1259
