Date,BTC,IXIC
2014-03-12,640.99,4288.60
2014-03-13,643.84,4338.26
2014-03-14,634.10,4250.45
2014-03-15,633.24,4250.45
2014-03-16,633.44,4250.45
2014-03-17,624.56,4274.22
2014-03-18,610.49,4286.22
2014-03-19,613.12,4331.46
2014-03-20,593.30,4297.99
2014-03-21,579.21,4339.90
2014-03-22,557.16,4339.90
2014-03-23,563.42,4339.90
2014-03-24,570.13,4289.49
2014-03-25,577.40,4252.65
2014-03-26,580.61,4254.98
2014-03-27,524.95,4169.35
2014-03-28,502.24,4163.18
2014-03-29,498.31,4163.18
2014-03-30,459.75,4163.18
2014-03-31,455.01,4185.63
2014-04-01,479.96,4219.87
2014-04-02,456.89,4281.61
2014-04-03,437.95,4282.18
2014-04-04,444.53,4263.94
2014-04-05,452.72,4263.94
2014-04-06,456.63,4263.94
2014-04-07,453.19,4110.92
2014-04-08,452.85,4085.18
2014-04-09,446.46,4129.63
2014-04-10,398.93,4181.21
2014-04-11,392.23,4015.07
2014-04-12,427.60,4015.07
2014-04-13,410.36,4015.07
2014-04-14,449.66,4038.06
2014-04-15,495.80,4032.63
2014-04-16,520.26,4066.82
2014-04-17,502.08,4080.30
2014-04-18,484.07,4080.30
2014-04-19,492.91,4080.30
2014-04-20,504.53,4080.30
2014-04-21,501.50,4105.37
2014-04-22,494.08,4132.06
2014-04-23,489.53,4160.90
2014-04-24,490.33,4174.61
2014-04-25,462.64,4125.16
2014-04-26,459.45,4125.16
2014-04-27,446.14,4125.16
2014-04-28,438.36,4091.81
2014-04-29,443.77,4089.51
2014-04-30,444.51,4085.19
2014-05-01,458.55,4121.25
2014-05-02,451.16,4138.63
2014-05-03,440.16,4138.63
2014-05-04,435.61,4138.63
2014-05-05,433.29,4099.25
2014-05-06,427.71,4128.22
2014-05-07,441.01,4085.49
2014-05-08,443.81,4053.28
2014-05-09,449.34,4043.44
2014-05-10,453.94,4043.44
2014-05-11,440.82,4043.44
2014-05-12,439.62,4092.84
2014-05-13,437.20,4144.90
2014-05-14,444.30,4122.08
2014-05-15,449.11,4096.53
2014-05-16,448.78,4070.35
2014-05-17,448.39,4070.35
2014-05-18,447.43,4070.35
2014-05-19,446.31,4080.33
2014-05-20,475.49,4121.11
2014-05-21,495.17,4105.96
2014-05-22,514.23,4136.09
2014-05-23,531.75,4159.78
2014-05-24,521.93,4159.78
2014-05-25,565.30,4159.78
2014-05-26,581.99,4159.78
2014-05-27,574.02,4206.44
2014-05-28,573.82,4234.96
2014-05-29,568.98,4238.04
2014-05-30,602.24,4251.49
2014-05-31,621.21,4251.49
2014-06-01,646.48,4251.49
2014-06-02,646.10,4247.96
2014-06-03,667.69,4222.04
2014-06-04,641.27,4222.21
2014-06-05,657.07,4259.12
2014-06-06,654.95,4312.76
2014-06-07,648.58,4312.76
2014-06-08,656.24,4312.76
2014-06-09,647.65,4324.35
2014-06-10,650.06,4329.20
2014-06-11,633.98,4322.92
2014-06-12,590.47,4323.11
2014-06-13,587.21,4315.31
2014-06-14,559.67,4315.31
2014-06-15,571.33,4315.31
2014-06-16,598.86,4303.93
2014-06-17,598.16,4316.01
2014-06-18,608.36,4341.18
2014-06-19,602.05,4370.14
2014-06-20,590.20,4365.37
2014-06-21,588.08,4365.37
2014-06-22,599.14,4365.37
2014-06-23,587.80,4368.96
2014-06-24,582.67,4367.90
2014-06-25,564.55,4341.82
2014-06-26,569.32,4379.44
2014-06-27,585.44,4371.80
2014-06-28,597.02,4371.80
2014-06-29,596.22,4371.80
2014-06-30,625.26,4398.37
2014-07-01,648.67,4424.71
2014-07-02,649.58,4457.86
2014-07-03,645.80,4472.89
2014-07-04,632.63,4472.89
2014-07-05,629.46,4472.89
2014-07-06,632.00,4472.89
2014-07-07,623.33,4477.74
2014-07-08,621.80,4442.87
2014-07-09,622.75,4403.03
2014-07-10,615.55,4352.04
2014-07-11,626.33,4401.05
2014-07-12,635.82,4401.05
2014-07-13,633.41,4401.05
2014-07-14,622.78,4441.39
2014-07-15,621.93,4444.91
2014-07-16,616.98,4446.17
2014-07-17,619.28,4411.52
2014-07-18,625.86,4379.94
2014-07-19,628.73,4379.94
2014-07-20,624.09,4379.94
2014-07-21,619.69,4421.20
2014-07-22,622.49,4444.94
2014-07-23,620.32,4468.16
2014-07-24,605.22,4481.61
2014-07-25,600.20,4448.06
2014-07-26,594.47,4448.06
2014-07-27,595.51,4448.06
2014-07-28,582.09,4451.12
2014-07-29,582.90,4456.07
2014-07-30,570.98,4468.44
2014-07-31,576.62,4421.29
2014-08-01,595.68,4363.39
2014-08-02,591.63,4363.39
2014-08-03,583.84,4363.39
2014-08-04,588.19,4365.62
2014-08-05,582.02,4364.59
2014-08-06,581.74,4326.28
2014-08-07,585.58,4373.25
2014-08-08,590.24,4340.88
2014-08-09,587.59,4340.88
2014-08-10,591.46,4340.88
2014-08-11,579.81,4387.38
2014-08-12,568.09,4394.69
2014-08-13,544.69,4407.87
2014-08-14,515.95,4438.13
2014-08-15,500.79,4479.64
2014-08-16,506.36,4479.64
2014-08-17,501.66,4479.64
2014-08-18,470.09,4490.53
2014-08-19,479.83,4514.26
2014-08-20,498.99,4517.75
2014-08-21,521.32,4526.72
2014-08-22,514.41,4534.87
2014-08-23,500.77,4534.87
2014-08-24,504.91,4534.87
2014-08-25,502.74,4563.72
2014-08-26,509.55,4563.81
2014-08-27,516.11,4574.35
2014-08-28,510.17,4552.55
2014-08-29,508.08,4571.76
2014-08-30,502.97,4571.76
2014-08-31,486.47,4571.76
2014-09-01,479.86,4571.76
2014-09-02,477.45,4592.42
2014-09-03,474.88,4610.14
2014-09-04,484.86,4581.52
2014-09-05,481.90,4560.63
2014-09-06,481.00,4560.63
2014-09-07,479.26,4560.63
2014-09-08,468.68,4579.06
2014-09-09,467.55,4588.83
2014-09-10,482.21,4554.15
2014-09-11,473.82,4567.64
2014-09-12,470.02,4588.77
2014-09-13,476.67,4588.77
2014-09-14,477.42,4588.77
2014-09-15,474.20,4567.45
2014-09-16,468.08,4502.11
2014-09-17,453.81,4553.96
2014-09-18,429.34,4575.74
2014-09-19,399.56,4606.13
2014-09-20,413.96,4606.13
2014-09-21,401.88,4606.13
2014-09-22,402.03,4568.45
2014-09-23,427.01,4511.32
2014-09-24,428.89,4514.92
2014-09-25,411.26,4540.82
2014-09-26,404.94,4476.48
2014-09-27,402.16,4476.48
2014-09-28,384.30,4476.48
2014-09-29,376.98,4465.84
2014-09-30,384.32,4512.64
2014-10-01,384.28,4486.65
2014-10-02,377.50,4421.25
2014-10-03,364.24,4456.81
2014-10-04,340.00,4456.81
2014-10-05,305.81,4456.81
2014-10-06,315.47,4492.40
2014-10-07,326.82,4433.91
2014-10-08,343.18,4385.70
2014-10-09,369.16,4458.29
2014-10-10,362.20,4354.63
2014-10-11,360.41,4354.63
2014-10-12,367.50,4354.63
2014-10-13,384.70,4274.91
2014-10-14,405.32,4246.23
2014-10-15,393.67,4154.10
2014-10-16,382.24,4133.25
2014-10-17,379.66,4275.09
2014-10-18,388.16,4275.09
2014-10-19,389.43,4275.09
2014-10-20,381.93,4254.16
2014-10-21,387.02,4359.17
2014-10-22,384.18,4429.16
2014-10-23,366.33,4427.44
2014-10-24,355.85,4459.46
2014-10-25,348.66,4459.46
2014-10-26,354.72,4459.46
2014-10-27,353.54,4469.02
2014-10-28,354.82,4505.73
2014-10-29,343.85,4551.37
2014-10-30,341.65,4532.10
2014-10-31,341.64,4639.45
2014-11-01,326.71,4639.45
2014-11-02,323.64,4639.45
2014-11-03,328.92,4633.71
2014-11-04,327.00,4623.77
2014-11-05,338.45,4649.47
2014-11-06,345.69,4616.78
2014-11-07,345.03,4636.89
2014-11-08,343.81,4636.89
2014-11-09,355.74,4636.89
2014-11-10,369.22,4635.10
2014-11-11,366.50,4649.19
2014-11-12,405.79,4644.63
2014-11-13,420.13,4681.56
2014-11-14,397.95,4679.85
2014-11-15,382.97,4679.85
2014-11-16,385.35,4679.85
2014-11-17,396.07,4678.44
2014-11-18,379.67,4674.84
2014-11-19,379.45,4694.78
2014-11-20,363.52,4655.20
2014-11-21,351.54,4751.01
2014-11-22,359.07,4751.01
2014-11-23,363.32,4751.01
2014-11-24,377.69,4725.17
2014-11-25,383.48,4762.39
2014-11-26,370.59,4760.23
2014-11-27,371.14,4760.23
2014-11-28,369.85,4797.10
2014-11-29,379.00,4797.10
2014-11-30,376.09,4797.10
2014-12-01,378.38,4777.73
2014-12-02,379.73,4732.97
2014-12-03,378.86,4761.31
2014-12-04,368.64,4772.00
2014-12-05,372.43,4776.58
2014-12-06,374.67,4776.58
2014-12-07,376.10,4776.58
2014-12-08,367.08,4769.76
2014-12-09,351.23,4685.20
2014-12-10,349.95,4754.42
2014-12-11,353.52,4704.65
2014-12-12,354.07,4665.35
2014-12-13,350.19,4665.35
2014-12-14,353.97,4665.35
2014-12-15,350.91,4679.67
2014-12-16,337.64,4572.79
2014-12-17,322.90,4556.90
2014-12-18,313.69,4712.39
2014-12-19,313.31,4752.60
2014-12-20,324.74,4752.60
2014-12-21,324.47,4752.60
2014-12-22,328.26,4759.04
2014-12-23,333.77,4798.03
2014-12-24,328.99,4770.12
2014-12-25,319.62,4770.12
2014-12-26,325.72,4788.06
2014-12-27,317.91,4788.06
2014-12-28,315.21,4788.06
2014-12-29,314.59,4801.26
2014-12-30,312.56,4793.61
2014-12-31,315.91,4790.53
2015-01-01,315.64,4790.53
2015-01-02,314.98,4760.24
2015-01-03,297.71,4760.24
2015-01-04,271.87,4760.24
2015-01-05,272.55,4700.34
2015-01-06,277.49,4666.85
2015-01-07,282.44,4626.84
2015-01-08,287.38,4689.54
2015-01-09,292.32,4744.47
2015-01-10,284.13,4744.47
2015-01-11,272.81,4744.47
2015-01-12,269.50,4714.07
2015-01-13,235.97,4708.74
2015-01-14,189.84,4610.76
2015-01-15,207.35,4657.46
2015-01-16,210.72,4566.38
2015-01-17,200.72,4566.38
2015-01-18,209.77,4566.38
2015-01-19,213.36,4566.38
2015-01-20,210.52,4655.84
2015-01-21,216.89,4641.95
2015-01-22,232.69,4690.93
2015-01-23,232.16,4748.19
2015-01-24,242.06,4748.19
2015-01-25,249.64,4748.19
2015-01-26,282.21,4752.36
2015-01-27,258.24,4698.23
2015-01-28,245.28,4740.69
2015-01-29,232.01,4635.73
2015-01-30,234.36,4671.21
2015-01-31,227.73,4671.21
2015-02-01,221.57,4671.21
2015-02-02,229.22,4650.60
2015-02-03,235.25,4693.25
2015-02-04,225.06,4699.81
2015-02-05,219.71,4729.65
2015-02-06,219.53,4768.84
2015-02-07,227.10,4768.84
2015-02-08,224.82,4768.84
2015-02-09,219.56,4723.73
2015-02-10,218.61,4754.63
2015-02-11,221.19,4788.37
2015-02-12,221.13,4828.08
2015-02-13,234.18,4869.73
2015-02-14,249.31,4869.73
2015-02-15,247.74,4869.73
2015-02-16,235.99,4869.73
2015-02-17,241.31,4889.99
2015-02-18,239.03,4890.84
2015-02-19,240.11,4901.51
2015-02-20,245.12,4919.78
2015-02-21,245.60,4919.78
2015-02-22,237.77,4919.78
2015-02-23,236.48,4953.10
2015-02-24,239.00,4956.21
2015-02-25,238.24,4960.36
2015-02-26,236.46,4969.27
2015-02-27,250.20,4985.03
2015-02-28,251.12,4985.03
2015-03-01,253.07,4985.03
2015-03-02,265.89,4973.43
2015-03-03,274.77,4990.70
2015-03-04,275.39,4961.24
2015-03-05,270.29,4979.95
2015-03-06,272.66,4967.24
2015-03-07,274.95,4967.24
2015-03-08,274.45,4967.24
2015-03-09,282.89,4936.08
2015-03-10,291.19,4899.51
2015-03-11,292.11,4866.94
2015-03-12,294.51,4853.98
2015-03-13,289.08,4885.54
2015-03-14,283.96,4885.54
2015-03-15,285.20,4885.54
2015-03-16,290.78,4897.27
2015-03-17,288.15,4912.65
2015-03-18,267.19,4926.83
2015-03-19,258.50,4982.02
2015-03-20,260.82,5033.47
2015-03-21,259.42,5033.47
2015-03-22,265.01,5033.47
2015-03-23,265.98,5020.60
2015-03-24,249.97,5010.10
2015-03-25,243.54,5002.83
2015-03-26,250.60,4835.71
2015-03-27,247.94,4863.74
2015-03-28,251.24,4863.74
2015-03-29,244.06,4863.74
2015-03-30,244.93,4921.78
2015-03-31,243.67,4925.91
2015-04-01,243.11,4894.36
2015-04-02,250.20,4885.41
2015-04-03,254.16,4885.41
2015-04-04,252.88,4885.41
2015-04-05,256.88,4885.41
2015-04-06,257.60,4855.94
2015-04-07,254.24,4917.50
2015-04-08,246.81,4914.15
2015-04-09,243.28,4950.84
2015-04-10,236.24,4977.03
2015-04-11,236.13,4977.03
2015-04-12,236.14,4977.03
2015-04-13,228.99,5001.55
2015-04-14,217.76,4988.82
2015-04-15,219.97,4992.62
2015-04-16,226.69,4999.36
2015-04-17,223.55,4966.11
2015-04-18,222.70,4966.11
2015-04-19,224.76,4966.11
2015-04-20,224.27,4958.07
2015-04-21,229.05,5023.96
2015-04-22,235.21,5026.57
2015-04-23,234.47,5020.22
2015-04-24,231.18,5096.34
2015-04-25,228.26,5096.34
2015-04-26,219.39,5096.34
2015-04-27,222.78,5104.36
2015-04-28,224.79,5063.26
2015-04-29,224.82,5028.45
2015-04-30,233.26,4996.99
2015-05-01,234.75,4966.32
2015-05-02,232.43,4966.32
2015-05-03,239.12,4966.32
2015-05-04,238.59,5018.35
2015-05-05,233.61,5000.20
2015-05-06,232.88,4956.70
2015-05-07,233.30,4917.75
2015-05-08,241.34,4991.63
2015-05-09,242.15,4991.63
2015-05-10,240.83,4991.63
2015-05-11,240.80,5003.26
2015-05-12,240.26,4966.44
2015-05-13,240.70,4991.42
2015-05-14,236.76,5016.68
2015-05-15,237.21,5059.15
2015-05-16,235.99,5059.15
2015-05-17,235.97,5059.15
2015-05-18,235.10,5040.92
2015-05-19,232.66,5080.44
2015-05-20,233.60,5072.44
2015-05-21,235.30,5065.94
2015-05-22,236.77,5085.39
2015-05-23,239.30,5085.39
2015-05-24,239.84,5085.39
2015-05-25,236.29,5085.39
2015-05-26,236.02,5076.91
2015-05-27,235.64,5047.86
2015-05-28,235.98,5096.34
2015-05-29,235.48,5093.10
2015-05-30,233.04,5093.10
2015-05-31,230.95,5093.10
2015-06-01,225.32,5094.94
2015-06-02,223.76,5063.47
2015-06-03,225.07,5098.48
2015-06-04,224.52,5078.22
2015-06-05,223.24,5057.04
2015-06-06,224.42,5057.04
2015-06-07,223.94,5057.04
2015-06-08,225.98,5066.65
2015-06-09,229.19,5013.13
2015-06-10,228.31,5029.41
2015-06-11,228.88,5088.26
2015-06-12,229.74,5060.24
2015-06-13,230.58,5060.24
2015-06-14,232.26,5060.24
2015-06-15,234.46,5011.79
2015-06-16,242.92,5023.58
2015-06-17,250.32,5067.68
2015-06-18,246.46,5082.06
2015-06-19,246.27,5139.77
2015-06-20,242.49,5139.77
2015-06-21,243.16,5139.77
2015-06-22,245.43,5147.87
2015-06-23,244.36,5161.68
2015-06-24,241.24,5151.38
2015-06-25,241.38,5139.48
2015-06-26,241.74,5113.26
2015-06-27,247.41,5113.26
2015-06-28,249.31,5113.26
2015-06-29,253.79,5021.21
2015-06-30,262.39,5000.15
2015-07-01,257.78,5029.05
2015-07-02,256.01,5024.30
2015-07-03,254.68,5024.30
2015-07-04,257.55,5024.30
2015-07-05,266.32,5024.30
2015-07-06,273.28,4963.80
2015-07-07,266.85,4993.76
2015-07-08,268.37,4953.98
2015-07-09,269.23,4976.15
2015-07-10,284.47,4981.24
2015-07-11,292.54,4981.24
2015-07-12,306.75,4981.24
2015-07-13,291.52,5037.27
2015-07-14,291.10,5077.12
2015-07-15,290.14,5111.11
2015-07-16,281.37,5138.18
2015-07-17,276.71,5196.11
2015-07-18,278.78,5196.11
2015-07-19,276.09,5196.11
2015-07-20,277.37,5223.18
2015-07-21,279.06,5219.20
2015-07-22,276.51,5146.03
2015-07-23,277.13,5180.33
2015-07-24,284.68,5166.91
2015-07-25,289.10,5166.91
2015-07-26,291.63,5166.91
2015-07-27,291.92,5055.92
2015-07-28,294.65,5063.44
2015-07-29,290.69,5097.86
2015-07-30,287.73,5100.30
2015-07-31,284.15,5148.18
2015-08-01,280.43,5148.18
2015-08-02,279.43,5148.18
2015-08-03,283.16,5134.34
2015-08-04,283.71,5110.96
2015-08-05,282.53,5132.77
2015-08-06,278.76,5146.63
2015-08-07,277.41,5043.97
2015-08-08,270.44,5043.97
2015-08-09,264.16,5043.97
2015-08-10,264.26,5081.72
2015-08-11,266.27,5069.16
2015-08-12,268.12,4994.52
2015-08-13,265.10,5050.94
2015-08-14,264.80,5025.92
2015-08-15,264.44,5025.92
2015-08-16,257.50,5025.92
2015-08-17,256.96,5032.34
2015-08-18,247.31,5082.17
2015-08-19,231.23,5039.03
2015-08-20,233.43,4973.49
2015-08-21,233.77,4801.04
2015-08-22,229.15,4801.04
2015-08-23,229.59,4801.04
2015-08-24,217.32,4351.61
2015-08-25,214.88,4687.27
2015-08-26,226.38,4633.51
2015-08-27,226.22,4761.05
2015-08-28,228.90,4792.11
2015-08-29,230.18,4792.11
2015-08-30,228.14,4792.11
2015-08-31,228.86,4798.68
2015-09-01,228.21,4673.61
2015-09-02,228.65,4704.42
2015-09-03,227.70,4763.10
2015-09-04,229.35,4670.35
2015-09-05,233.43,4670.35
2015-09-06,240.42,4670.35
2015-09-07,240.46,4670.35
2015-09-08,243.69,4769.72
2015-09-09,239.95,4856.27
2015-09-10,239.15,4749.96
2015-09-11,239.69,4770.73
2015-09-12,237.48,4770.73
2015-09-13,231.29,4770.73
2015-09-14,229.56,4831.98
2015-09-15,229.88,4819.32
2015-09-16,227.63,4860.43
2015-09-17,230.79,4884.11
2015-09-18,233.06,4828.71
2015-09-19,231.65,4828.71
2015-09-20,230.39,4828.71
2015-09-21,227.04,4851.98
2015-09-22,228.25,4762.29
2015-09-23,230.09,4764.69
2015-09-24,231.73,4717.89
2015-09-25,235.19,4782.41
2015-09-26,234.34,4782.41
2015-09-27,232.56,4782.41
2015-09-28,237.36,4665.06
2015-09-29,237.63,4551.04
2015-09-30,236.32,4574.38
2015-10-01,237.12,4624.46
2015-10-02,237.52,4566.13
2015-10-03,238.30,4566.13
2015-10-04,238.92,4566.13
2015-10-05,238.24,4742.13
2015-10-06,243.04,4767.63
2015-10-07,245.02,4775.05
2015-10-08,243.69,4775.06
2015-10-09,243.50,4817.28
2015-10-10,244.87,4817.28
2015-10-11,247.19,4817.28
2015-10-12,246.79,4839.79
2015-10-13,246.34,4809.24
2015-10-14,250.66,4801.35
2015-10-15,254.78,4799.43
2015-10-16,261.01,4872.36
2015-10-17,268.55,4872.36
2015-10-18,264.41,4872.36
2015-10-19,262.30,4873.54
2015-10-20,266.55,4900.02
2015-10-21,268.65,4903.98
2015-10-22,273.82,4875.96
2015-10-23,277.42,5024.38
2015-10-24,280.15,5024.38
2015-10-25,289.30,5024.38
2015-10-26,283.78,5030.80
2015-10-27,293.04,5018.99
2015-10-28,301.83,5040.38
2015-10-29,310.64,5071.04
2015-10-30,324.42,5079.76
2015-10-31,318.12,5079.76
2015-11-01,316.54,5079.76
2015-11-02,347.89,5065.64
2015-11-03,389.22,5114.31
2015-11-04,445.45,5155.62
2015-11-05,401.92,5144.15
2015-11-06,373.37,5124.04
2015-11-07,383.47,5124.04
2015-11-08,381.12,5124.04
2015-11-09,376.54,5128.94
2015-11-10,356.96,5068.55
2015-11-11,313.31,5098.13
2015-11-12,326.59,5043.10
2015-11-13,334.06,4980.86
2015-11-14,335.44,4980.86
2015-11-15,323.85,4980.86
2015-11-16,324.60,4916.14
2015-11-17,336.40,4991.71
2015-11-18,334.50,5004.60
2015-11-19,331.99,5078.67
2015-11-20,318.91,5096.96
2015-11-21,324.92,5096.96
2015-11-22,323.07,5096.96
2015-11-23,323.40,5106.72
2015-11-24,320.82,5070.66
2015-11-25,323.56,5106.87
2015-11-26,349.41,5106.87
2015-11-27,358.04,5121.93
2015-11-28,354.66,5121.93
2015-11-29,365.10,5121.93
2015-11-30,376.24,5139.58
2015-12-01,364.53,5129.64
2015-12-02,355.66,5158.82
2015-12-03,362.89,5143.16
2015-12-04,360.08,5050.93
2015-12-05,377.66,5050.93
2015-12-06,392.01,5050.93
2015-12-07,392.54,5139.46
2015-12-08,398.71,5050.52
2015-12-09,414.75,5077.21
2015-12-10,415.26,5026.30
2015-12-11,438.16,4979.77
2015-12-12,432.50,4979.77
2015-12-13,435.07,4979.77
2015-12-14,441.38,4932.61
2015-12-15,455.21,4991.21
2015-12-16,454.61,5033.48
2015-12-17,454.72,5087.17
2015-12-18,459.76,4982.58
2015-12-19,461.49,4982.58
2015-12-20,446.88,4982.58
2015-12-21,436.19,4957.53
2015-12-22,437.42,4988.68
2015-12-23,440.15,5025.55
2015-12-24,453.59,5046.19
2015-12-25,453.55,5046.19
2015-12-26,426.91,5046.19
2015-12-27,419.24,5046.19
2015-12-28,423.79,5032.29
2015-12-29,426.53,5066.52
2015-12-30,429.65,5101.18
2015-12-31,427.04,5047.04
2016-01-01,433.09,5047.04
2016-01-02,433.29,5047.04
2016-01-03,428.60,5047.04
2016-01-04,432.83,4897.65
2016-01-05,432.05,4917.84
2016-01-06,430.14,4813.76
2016-01-07,447.71,4736.40
2016-01-08,453.75,4722.02
2016-01-09,449.71,4722.02
2016-01-10,444.61,4722.02
2016-01-11,445.40,4673.44
2016-01-12,442.64,4681.54
2016-01-13,429.87,4706.02
2016-01-14,430.60,4545.37
2016-01-15,395.33,4464.37
2016-01-16,372.27,4464.37
2016-01-17,382.81,4464.37
2016-01-18,382.05,4464.37
2016-01-19,381.88,4548.05
2016-01-20,400.10,4405.22
2016-01-21,412.83,4480.70
2016-01-22,389.81,4557.39
2016-01-23,388.05,4557.39
2016-01-24,399.44,4557.39
2016-01-25,394.12,4574.59
2016-01-26,392.46,4537.04
2016-01-27,394.34,4548.87
2016-01-28,382.11,4533.81
2016-01-29,375.41,4512.09
2016-01-30,377.10,4512.09
2016-01-31,374.39,4512.09
2016-02-01,372.60,4587.59
2016-02-02,373.07,4588.69
2016-02-03,370.21,4543.82
2016-02-04,382.16,4492.48
2016-02-05,387.15,4491.48
2016-02-06,376.46,4491.48
2016-02-07,376.02,4491.48
2016-02-08,374.40,4288.02
2016-02-09,373.25,4224.87
2016-02-10,379.04,4318.28
2016-02-11,377.49,4218.81
2016-02-12,381.12,4307.29
2016-02-13,387.26,4307.29
2016-02-14,398.35,4307.29
2016-02-15,401.97,4307.29
2016-02-16,403.61,4397.95
2016-02-17,415.06,4471.66
2016-02-18,420.37,4548.10
2016-02-19,419.08,4464.67
2016-02-20,433.03,4464.67
2016-02-21,438.18,4464.67
2016-02-22,436.77,4548.31
2016-02-23,424.46,4550.05
2016-02-24,419.44,4453.93
2016-02-25,421.80,4554.73
2016-02-26,423.97,4615.14
2016-02-27,431.33,4615.14
2016-02-28,429.45,4615.14
2016-02-29,435.78,4585.30
2016-03-01,432.18,4596.01
2016-03-02,429.27,4683.80
2016-03-03,420.16,4698.38
2016-03-04,416.28,4715.76
2016-03-05,398.05,4715.76
2016-03-06,405.06,4715.76
2016-03-07,410.17,4690.88
2016-03-08,411.44,4676.22
2016-03-09,411.41,4666.42
2016-03-10,413.45,4691.20
2016-03-11,419.36,4712.38
2016-03-12,412.93,4712.38
2016-03-13,413.01,4712.38
2016-03-14,413.53,4733.39
2016-03-15,415.50,4731.14
2016-03-16,415.10,4717.88
2016-03-17,418.11,4752.62
2016-03-18,410.02,4784.63
2016-03-19,406.92,4784.63
2016-03-20,409.94,4784.63
2016-03-21,409.26,4787.31
2016-03-22,414.91,4783.60
2016-03-23,416.38,4813.87
2016-03-24,416.03,4743.36
2016-03-25,415.16,4743.36
2016-03-26,415.86,4743.36
2016-03-27,423.72,4743.36
2016-03-28,422.72,4785.25
2016-03-29,415.43,4756.55
2016-03-30,412.56,4875.46
2016-03-31,414.92,4869.57
2016-04-01,415.57,4842.55
2016-04-02,418.37,4842.55
2016-04-03,417.88,4842.55
2016-04-04,418.17,4911.21
2016-04-05,420.96,4855.90
2016-04-06,421.57,4849.58
2016-04-07,420.52,4893.57
2016-04-08,420.66,4883.99
2016-04-09,415.95,4883.99
2016-04-10,419.64,4883.99
2016-04-11,420.65,4873.39
2016-04-12,424.47,4838.82
2016-04-13,424.04,4904.79
2016-04-14,423.77,4947.62
2016-04-15,427.40,4938.83
2016-04-16,429.95,4938.83
2016-04-17,427.53,4938.83
2016-04-18,427.45,4919.36
2016-04-19,430.27,4968.30
2016-04-20,438.61,4941.99
2016-04-21,446.03,4949.12
2016-04-22,447.44,4898.24
2016-04-23,448.04,4898.24
2016-04-24,457.95,4898.24
2016-04-25,461.88,4891.48
2016-04-26,465.49,4903.81
2016-04-27,456.42,4855.38
2016-04-28,444.67,4857.60
2016-04-29,451.77,4805.79
2016-04-30,451.12,4805.79
2016-05-01,451.23,4805.79
2016-05-02,443.85,4786.55
2016-05-03,447.68,4780.88
2016-05-04,447.23,4735.28
2016-05-05,447.75,4742.42
2016-05-06,454.60,4695.90
2016-05-07,458.33,4695.90
2016-05-08,457.44,4695.90
2016-05-09,459.72,4736.35
2016-05-10,453.89,4768.91
2016-05-11,453.67,4799.30
2016-05-12,451.96,4778.19
2016-05-13,454.88,4731.07
2016-05-14,455.85,4731.07
2016-05-15,456.59,4731.07
2016-05-16,455.51,4728.86
2016-05-17,453.47,4768.85
2016-05-18,454.07,4705.78
2016-05-19,447.46,4717.36
2016-05-20,441.08,4729.44
2016-05-21,440.70,4729.44
2016-05-22,439.29,4729.44
2016-05-23,440.71,4771.57
2016-05-24,444.77,4792.85
2016-05-25,447.58,4877.18
2016-05-26,450.03,4897.78
2016-05-27,470.78,4904.05
2016-05-28,493.97,4904.05
2016-05-29,519.56,4904.05
2016-05-30,526.05,4904.05
2016-05-31,535.62,4938.48
2016-06-01,534.89,4928.97
2016-06-02,535.63,4941.25
2016-06-03,558.84,4958.10
2016-06-04,574.23,4958.10
2016-06-05,573.16,4958.10
2016-06-06,582.16,4950.46
2016-06-07,579.96,4972.13
2016-06-08,578.60,4970.01
2016-06-09,576.51,4954.15
2016-06-10,576.10,4915.15
2016-06-11,589.64,4915.15
2016-06-12,643.09,4915.15
2016-06-13,691.45,4868.51
2016-06-14,681.40,4836.67
2016-06-15,684.31,4855.08
2016-06-16,738.45,4809.69
2016-06-17,738.93,4835.02
2016-06-18,753.96,4835.02
2016-06-19,754.72,4835.02
2016-06-20,741.90,4856.69
2016-06-21,673.33,4845.08
2016-06-22,635.80,4846.68
2016-06-23,587.53,4872.19
2016-06-24,653.50,4715.79
2016-06-25,665.31,4715.79
2016-06-26,629.12,4715.79
2016-06-27,638.75,4664.43
2016-06-28,647.04,4643.93
2016-06-29,631.82,4732.93
2016-06-30,654.54,4793.75
2016-07-01,674.54,4837.18
2016-07-02,692.23,4837.18
2016-07-03,670.19,4837.18
2016-07-04,669.19,4837.18
2016-07-05,672.26,4837.06
2016-07-06,671.97,4799.32
2016-07-07,635.20,4867.47
2016-07-08,646.41,4906.66
2016-07-09,646.38,4906.66
2016-07-10,644.20,4906.66
2016-07-11,649.01,4976.54
2016-07-12,662.20,5017.99
2016-07-13,660.59,5036.32
2016-07-14,659.01,5041.95
2016-07-15,663.98,5041.19
2016-07-16,660.38,5041.19
2016-07-17,674.99,5041.19
2016-07-18,676.38,5034.99
2016-07-19,671.16,5038.22
2016-07-20,667.60,5061.60
2016-07-21,663.69,5093.97
2016-07-22,656.35,5078.12
2016-07-23,652.41,5078.12
2016-07-24,657.98,5078.12
2016-07-25,655.47,5096.99
2016-07-26,650.57,5095.61
2016-07-27,653.69,5143.84
2016-07-28,654.68,5144.82
2016-07-29,654.50,5162.15
2016-07-30,654.81,5162.15
2016-07-31,633.57,5162.15
2016-08-01,616.61,5167.42
