Date,BTC,IXIC
2016-08-02,547.47,5177.53
2016-08-03,548.49,5133.24
2016-08-04,570.54,5158.02
2016-08-05,570.35,5190.71
2016-08-06,576.45,5190.71
2016-08-07,591.10,5190.71
2016-08-08,589.88,5223.54
2016-08-09,584.80,5216.21
2016-08-10,592.94,5227.95
2016-08-11,591.39,5222.15
2016-08-12,586.19,5219.66
2016-08-13,585.70,5219.66
2016-08-14,571.00,5219.66
2016-08-15,565.09,5242.18
2016-08-16,571.95,5247.96
2016-08-17,571.58,5228.44
2016-08-18,572.56,5226.45
2016-08-19,570.32,5229.87
2016-08-20,575.67,5229.87
2016-08-21,578.69,5229.87
2016-08-22,580.06,5231.46
2016-08-23,580.86,5265.78
2016-08-24,578.91,5254.42
2016-08-25,574.86,5207.61
2016-08-26,577.81,5219.05
2016-08-27,569.87,5219.05
2016-08-28,570.51,5219.05
2016-08-29,573.26,5223.80
2016-08-30,574.26,5229.88
2016-08-31,571.35,5216.42
2016-09-01,570.01,5218.28
2016-09-02,571.08,5249.66
2016-09-03,583.21,5249.66
2016-09-04,600.95,5249.66
2016-09-05,601.09,5249.66
2016-09-06,606.10,5260.00
2016-09-07,610.74,5274.23
2016-09-08,622.39,5269.96
2016-09-09,620.61,5217.95
2016-09-10,622.20,5217.95
2016-09-11,607.14,5217.95
2016-09-12,605.57,5098.03
2016-09-13,606.79,5181.14
2016-09-14,608.36,5160.21
2016-09-15,606.20,5178.10
2016-09-16,606.69,5238.71
2016-09-17,604.01,5238.71
2016-09-18,606.07,5238.71
2016-09-19,607.37,5263.55
2016-09-20,606.59,5256.19
2016-09-21,594.92,5263.65
2016-09-22,594.95,5323.26
2016-09-23,597.40,5327.43
2016-09-24,600.92,5327.43
2016-09-25,598.92,5327.43
2016-09-26,602.69,5275.73
2016-09-27,604.15,5254.18
2016-09-28,603.39,5312.73
2016-09-29,603.77,5311.31
2016-09-30,605.07,5288.87
2016-10-01,611.47,5288.87
2016-10-02,608.46,5288.87
2016-10-03,610.12,5300.29
2016-10-04,607.56,5313.49
2016-10-05,609.45,5305.28
2016-10-06,609.35,5306.59
2016-10-07,611.89,5314.92
2016-10-08,614.43,5314.92
2016-10-09,613.07,5314.92
2016-10-10,614.63,5318.46
2016-10-11,630.64,5321.82
2016-10-12,635.78,5247.91
2016-10-13,634.47,5200.30
2016-10-14,634.97,5241.26
2016-10-15,638.78,5241.26
2016-10-16,638.63,5241.26
2016-10-17,635.72,5213.69
2016-10-18,635.43,5255.32
2016-10-19,631.38,5240.33
2016-10-20,627.67,5238.20
2016-10-21,629.39,5238.65
2016-10-22,646.33,5238.65
2016-10-23,651.56,5238.65
2016-10-24,647.07,5290.31
2016-10-25,652.13,5306.47
2016-10-26,665.01,5256.40
2016-10-27,679.82,5272.19
2016-10-28,684.53,5203.70
2016-10-29,703.66,5203.70
2016-10-30,701.08,5203.70
2016-10-31,697.36,5205.09
2016-11-01,722.51,5199.77
2016-11-02,725.25,5147.28
2016-11-03,712.34,5104.70
2016-11-04,696.89,5034.41
2016-11-05,701.80,5034.41
2016-11-06,706.88,5034.41
2016-11-07,703.03,5128.99
2016-11-08,706.76,5154.99
2016-11-09,728.10,5143.86
2016-11-10,714.61,5283.48
2016-11-11,715.94,5191.82
2016-11-12,707.17,5191.82
2016-11-13,693.02,5191.82
2016-11-14,700.74,5246.33
2016-11-15,711.00,5241.35
2016-11-16,728.86,5253.74
2016-11-17,744.08,5295.07
2016-11-18,744.66,5340.97
2016-11-19,748.08,5340.97
2016-11-20,732.24,5340.97
2016-11-21,734.02,5336.78
2016-11-22,741.88,5384.75
2016-11-23,739.08,5366.55
2016-11-24,734.55,5366.55
2016-11-25,732.71,5388.49
2016-11-26,728.11,5388.49
2016-11-27,727.49,5388.49
2016-11-28,729.20,5387.92
2016-11-29,729.57,5370.98
2016-11-30,737.33,5391.35
2016-12-01,749.47,5323.88
2016-12-02,766.70,5249.02
2016-12-03,762.58,5249.02
2016-12-04,758.91,5249.02
2016-12-05,749.99,5283.58
2016-12-06,755.27,5317.74
2016-12-07,762.03,5322.67
2016-12-08,768.16,5394.15
2016-12-09,770.33,5436.11
2016-12-10,772.55,5436.11
2016-12-11,767.68,5436.11
2016-12-12,775.18,5428.22
2016-12-13,778.31,5433.57
2016-12-14,776.73,5465.69
2016-12-15,776.63,5443.51
2016-12-16,778.66,5467.82
2016-12-17,786.01,5467.82
2016-12-18,787.21,5467.82
2016-12-19,791.41,5441.20
2016-12-20,793.38,5473.53
2016-12-21,816.48,5482.63
2016-12-22,855.94,5472.01
2016-12-23,897.77,5441.76
2016-12-24,900.20,5441.76
2016-12-25,874.03,5441.76
2016-12-26,898.97,5441.76
2016-12-27,922.42,5470.76
2016-12-28,955.98,5497.44
2016-12-29,967.02,5437.51
2016-12-30,951.07,5440.17
2016-12-31,955.73,5440.17
2017-01-01,987.47,5440.17
2017-01-02,1013.00,5440.17
2017-01-03,1020.56,5425.62
2017-01-04,1088.45,5440.91
2017-01-05,1005.35,5474.39
2017-01-06,914.26,5499.08
2017-01-07,863.89,5499.08
2017-01-08,913.92,5499.08
2017-01-09,892.60,5527.58
2017-01-10,902.61,5536.54
2017-01-11,820.75,5550.72
2017-01-12,783.46,5542.56
2017-01-13,808.51,5557.57
2017-01-14,826.98,5557.57
2017-01-15,816.59,5557.57
2017-01-16,828.25,5557.57
2017-01-17,878.62,5555.16
2017-01-18,879.11,5546.94
2017-01-19,895.00,5560.61
2017-01-20,893.82,5556.87
2017-01-21,916.08,5556.87
2017-01-22,916.63,5556.87
2017-01-23,920.25,5546.64
2017-01-24,903.34,5568.27
2017-01-25,893.11,5635.86
2017-01-26,907.69,5666.28
2017-01-27,917.86,5664.88
2017-01-28,917.53,5664.88
2017-01-29,915.29,5664.88
2017-01-30,917.94,5635.86
2017-01-31,949.19,5592.87
2017-02-01,970.40,5654.51
2017-02-02,994.32,5627.15
2017-02-03,1009.32,5650.73
2017-02-04,1022.99,5650.73
2017-02-05,1015.96,5650.73
2017-02-06,1021.23,5656.95
2017-02-07,1043.50,5674.86
2017-02-08,1045.63,5662.95
2017-02-09,996.61,5688.02
2017-02-10,977.66,5726.17
2017-02-11,1008.19,5726.17
2017-02-12,1002.34,5726.17
2017-02-13,994.47,5753.19
2017-02-14,1006.66,5756.51
2017-02-15,1009.09,5777.90
2017-02-16,1029.04,5823.01
2017-02-17,1049.51,5807.31
2017-02-18,1060.53,5807.31
2017-02-19,1051.93,5807.31
2017-02-20,1065.03,5807.31
2017-02-21,1104.60,5850.20
2017-02-22,1126.24,5857.56
2017-02-23,1153.56,5866.82
2017-02-24,1174.77,5802.33
2017-02-25,1158.37,5802.33
2017-02-26,1167.15,5802.33
2017-02-27,1187.58,5835.04
2017-02-28,1192.35,5852.79
2017-03-01,1210.05,5874.86
2017-03-02,1246.92,5897.01
2017-03-03,1274.36,5854.27
2017-03-04,1259.81,5854.27
2017-03-05,1258.92,5854.27
2017-03-06,1275.58,5846.42
2017-03-07,1237.90,5836.12
2017-03-08,1187.03,5838.44
2017-03-09,1178.33,5834.67
2017-03-10,1160.23,5867.16
2017-03-11,1160.95,5867.16
2017-03-12,1208.74,5867.16
2017-03-13,1235.25,5863.48
2017-03-14,1245.58,5860.07
2017-03-15,1251.96,5869.98
2017-03-16,1197.99,5907.86
2017-03-17,1120.12,5898.58
2017-03-18,1011.89,5898.58
2017-03-19,1010.79,5898.58
2017-03-20,1035.58,5898.81
2017-03-21,1084.72,5923.42
2017-03-22,1037.17,5790.59
2017-03-23,1036.78,5812.31
2017-03-24,976.65,5839.33
2017-03-25,923.17,5839.33
2017-03-26,970.09,5839.33
2017-03-27,1007.68,5776.33
2017-03-28,1046.40,5836.50
2017-03-29,1031.58,5875.35
2017-03-30,1031.69,5896.15
2017-03-31,1054.11,5905.63
2017-04-01,1078.36,5905.63
2017-04-02,1083.09,5905.63
2017-04-03,1127.36,5917.32
2017-04-04,1141.62,5878.76
2017-04-05,1127.15,5911.92
2017-04-06,1170.38,5870.52
2017-04-07,1190.16,5873.94
2017-04-08,1185.04,5873.94
2017-04-09,1196.69,5873.94
2017-04-10,1207.78,5883.43
2017-04-11,1212.77,5871.16
2017-04-12,1215.72,5863.59
2017-04-13,1178.76,5828.37
2017-04-14,1166.19,5828.37
2017-04-15,1179.34,5828.37
2017-04-16,1161.70,5828.37
2017-04-17,1179.80,5821.55
2017-04-18,1203.58,5838.59
2017-04-19,1198.69,5874.43
2017-04-20,1222.57,5887.87
2017-04-21,1241.65,5919.02
2017-04-22,1228.52,5919.02
2017-04-23,1236.21,5919.02
2017-04-24,1242.67,5979.96
2017-04-25,1266.96,6004.16
2017-04-26,1293.83,6028.12
2017-04-27,1320.85,6038.47
2017-04-28,1321.61,6072.87
2017-04-29,1330.66,6072.87
2017-04-30,1334.38,6072.87
2017-05-01,1385.70,6067.56
2017-05-02,1438.93,6102.51
2017-05-03,1478.69,6075.04
2017-05-04,1540.55,6075.06
2017-05-05,1554.61,6091.69
2017-05-06,1541.43,6091.69
2017-05-07,1540.16,6091.69
2017-05-08,1591.30,6100.66
2017-05-09,1710.02,6111.82
2017-05-10,1748.50,6121.64
2017-05-11,1831.54,6110.05
2017-05-12,1749.79,6119.27
2017-05-13,1689.79,6119.27
2017-05-14,1782.44,6119.27
2017-05-15,1723.51,6128.11
2017-05-16,1706.85,6160.52
2017-05-17,1775.47,6108.62
2017-05-18,1826.61,5998.46
2017-05-19,1927.05,6070.23
2017-05-20,1969.83,6070.23
2017-05-21,2020.04,6070.23
2017-05-22,2113.72,6098.25
2017-05-23,2202.42,6149.55
2017-05-24,2383.53,6154.18
2017-05-25,2518.72,6183.02
2017-05-26,2346.41,6207.04
2017-05-27,2064.12,6207.04
2017-05-28,2188.92,6207.04
2017-05-29,2257.02,6207.04
2017-05-30,2263.30,6204.18
2017-05-31,2264.38,6221.63
2017-06-01,2390.57,6215.91
2017-06-02,2428.74,6261.59
2017-06-03,2524.85,6261.59
2017-06-04,2521.73,6261.59
2017-06-05,2611.74,6305.47
2017-06-06,2818.78,6281.88
2017-06-07,2782.18,6290.44
2017-06-08,2749.14,6311.73
2017-06-09,2824.82,6330.25
2017-06-10,2859.77,6330.25
2017-06-11,2911.89,6330.25
2017-06-12,2720.77,6153.56
2017-06-13,2716.76,6206.12
2017-06-14,2582.02,6237.46
2017-06-15,2311.58,6127.05
2017-06-16,2451.15,6154.28
2017-06-17,2563.93,6154.28
2017-06-18,2549.14,6154.28
2017-06-19,2555.36,6196.85
2017-06-20,2676.75,6229.62
2017-06-21,2698.65,6202.75
2017-06-22,2682.89,6239.15
2017-06-23,2714.62,6234.35
2017-06-24,2619.00,6234.35
2017-06-25,2538.78,6234.35
2017-06-26,2448.42,6292.73
2017-06-27,2392.87,6227.90
2017-06-28,2534.19,6173.10
2017-06-29,2556.32,6215.49
2017-06-30,2518.28,6166.84
2017-07-01,2447.76,6166.84
2017-07-02,2445.67,6166.84
2017-07-03,2535.76,6173.29
2017-07-04,2598.38,6173.29
2017-07-05,2568.30,6122.06
2017-07-06,2583.35,6109.60
2017-07-07,2531.18,6111.21
2017-07-08,2512.90,6111.21
2017-07-09,2534.48,6111.21
2017-07-10,2408.07,6156.03
2017-07-11,2340.37,6171.25
2017-07-12,2348.44,6238.90
2017-07-13,2367.53,6269.10
2017-07-14,2237.63,6289.08
2017-07-15,2058.01,6289.08
2017-07-16,1917.27,6289.08
2017-07-17,2081.68,6320.35
2017-07-18,2288.64,6304.82
2017-07-19,2307.39,6363.24
2017-07-20,2594.03,6396.46
2017-07-21,2724.18,6383.05
2017-07-22,2792.99,6383.05
2017-07-23,2755.03,6383.05
2017-07-24,2755.74,6387.82
2017-07-25,2584.61,6407.59
2017-07-26,2489.12,6425.93
2017-07-27,2576.50,6459.76
2017-07-28,2748.91,6350.27
2017-07-29,2704.43,6350.27
2017-07-30,2670.85,6350.27
2017-07-31,2769.15,6394.69
2017-08-01,2740.33,6372.16
2017-08-02,2709.19,6393.10
2017-08-03,2754.79,6366.24
2017-08-04,2835.33,6350.79
2017-08-05,3169.04,6350.79
2017-08-06,3236.12,6350.79
2017-08-07,3339.32,6361.06
2017-08-08,3413.55,6373.33
2017-08-09,3314.69,6322.92
2017-08-10,3394.75,6312.65
2017-08-11,3511.92,6222.18
2017-08-12,3789.13,6222.18
2017-08-13,4007.10,6222.18
2017-08-14,4210.15,6306.11
2017-08-15,4101.45,6350.51
2017-08-16,4193.43,6348.11
2017-08-17,4338.69,6322.72
2017-08-18,4180.17,6222.46
2017-08-19,4030.60,6222.46
2017-08-20,4054.14,6222.46
2017-08-21,4007.74,6216.32
2017-08-22,3894.12,6241.21
2017-08-23,4146.85,6263.47
2017-08-24,4189.50,6294.82
2017-08-25,4358.33,6293.81
2017-08-26,4303.25,6293.81
2017-08-27,4338.63,6293.81
2017-08-28,4290.85,6286.01
2017-08-29,4502.76,6228.90
2017-08-30,4564.26,6308.68
2017-08-31,4682.33,6385.80
2017-09-01,4808.17,6442.17
2017-09-02,4682.16,6442.17
2017-09-03,4553.45,6442.17
2017-09-04,4299.82,6442.17
2017-09-05,4234.99,6414.82
2017-09-06,4527.25,6394.35
2017-09-07,4585.20,6402.94
2017-09-08,4371.25,6389.65
2017-09-09,4279.90,6389.65
2017-09-10,4145.59,6389.65
2017-09-11,4212.89,6411.18
2017-09-12,4232.45,6448.81
2017-09-13,3897.81,6440.72
2017-09-14,3535.91,6439.46
2017-09-15,3370.47,6426.16
2017-09-16,3666.34,6426.16
2017-09-17,3624.21,6426.16
2017-09-18,3951.07,6460.10
2017-09-19,3953.45,6465.57
2017-09-20,3931.92,6459.74
2017-09-21,3742.81,6448.57
2017-09-22,3616.21,6401.44
2017-09-23,3715.13,6401.44
2017-09-24,3688.85,6401.44
2017-09-25,3847.35,6403.11
2017-09-26,3916.37,6391.85
2017-09-27,4063.17,6414.37
2017-09-28,4187.55,6437.96
2017-09-29,4128.66,6461.28
2017-09-30,4278.30,6461.28
2017-10-01,4281.00,6461.28
2017-10-02,4394.01,6506.08
2017-10-03,4295.10,6523.74
2017-10-04,4233.86,6521.96
2017-10-05,4265.13,6552.87
2017-10-06,4363.30,6566.95
2017-10-07,4373.29,6566.95
2017-10-08,4511.21,6566.95
2017-10-09,4679.26,6597.37
2017-10-10,4807.87,6602.49
2017-10-11,4789.38,6586.73
2017-10-12,5149.57,6594.76
2017-10-13,5600.53,6613.21
2017-10-14,5680.62,6613.21
2017-10-15,5584.71,6613.21
2017-10-16,5681.03,6622.55
2017-10-17,5605.05,6621.42
2017-10-18,5361.20,6634.26
2017-10-19,5654.06,6583.70
2017-10-20,5891.45,6633.37
2017-10-21,6050.01,6633.37
2017-10-22,5877.68,6633.37
2017-10-23,5839.56,6641.57
2017-10-24,5643.65,6598.61
2017-10-25,5536.47,6587.22
2017-10-26,5860.00,6567.59
2017-10-27,5797.46,6635.03
2017-10-28,5736.04,6635.03
2017-10-29,5990.19,6635.03
2017-10-30,6124.20,6693.77
2017-10-31,6284.18,6713.71
2017-11-01,6546.62,6758.64
2017-11-02,6976.49,6709.39
2017-11-03,7252.44,6737.09
2017-11-04,7253.20,6737.09
2017-11-05,7445.08,6737.09
2017-11-06,7169.77,6763.30
2017-11-07,7102.55,6785.44
2017-11-08,7435.31,6764.85
2017-11-09,7229.10,6737.45
2017-11-10,6811.55,6736.39
2017-11-11,6478.10,6736.39
2017-11-12,6044.87,6736.39
2017-11-13,6395.47,6727.39
2017-11-14,6586.15,6733.87
2017-11-15,7064.13,6700.68
2017-11-16,7562.03,6742.34
2017-11-17,7797.30,6794.45
2017-11-18,7679.33,6794.45
2017-11-19,7863.96,6794.45
2017-11-20,8113.74,6789.28
2017-11-21,8096.38,6820.55
2017-11-22,8196.45,6869.53
2017-11-23,8147.26,6869.53
2017-11-24,8154.14,6878.11
2017-11-25,8407.83,6878.11
2017-11-26,9027.86,6878.11
2017-11-27,9527.86,6889.91
2017-11-28,9852.65,6893.72
2017-11-29,10377.66,6907.28
2017-11-30,9715.31,6852.80
2017-12-01,10287.37,6844.04
2017-12-02,10927.84,6844.04
2017-12-03,11249.50,6844.04
2017-12-04,11314.70,6897.13
2017-12-05,11652.18,6759.14
2017-12-06,12664.26,6742.07
2017-12-07,14840.19,6785.74
2017-12-08,15285.20,6859.95
2017-12-09,14402.98,6859.95
2017-12-10,14233.61,6859.95
2017-12-11,16293.32,6847.64
2017-12-12,16854.87,6872.71
2017-12-13,16434.93,6880.41
2017-12-14,16351.30,6887.38
2017-12-15,17335.00,6871.55
2017-12-16,18430.69,6871.55
2017-12-17,19110.24,6871.55
2017-12-18,18634.42,6980.40
2017-12-19,17986.05,6991.25
2017-12-20,16724.84,6991.25
2017-12-21,16033.61,6972.88
2017-12-22,13441.46,6958.02
2017-12-23,14785.39,6958.02
2017-12-24,13525.02,6958.02
2017-12-25,13951.90,6958.02
2017-12-26,15342.51,6928.92
2017-12-27,15460.55,6941.45
2017-12-28,14158.69,6953.38
2017-12-29,14492.22,6952.61
2017-12-30,13148.96,6952.61
2017-12-31,13342.58,6952.61
2018-01-01,13373.48,6952.61
2018-01-02,14057.88,6937.65
2018-01-03,14960.44,7017.07
2018-01-04,14806.72,7089.50
2018-01-05,15982.35,7105.74
2018-01-06,16670.80,7105.74
2018-01-07,16397.33,7105.74
2018-01-08,15103.89,7135.38
2018-01-09,14703.62,7174.19
2018-01-10,14135.53,7129.83
2018-01-11,13593.74,7168.73
2018-01-12,13652.81,7208.17
2018-01-13,14233.65,7208.17
2018-01-14,13544.44,7208.17
2018-01-15,13875.59,7208.17
2018-01-16,11800.13,7307.19
2018-01-17,10474.08,7257.77
2018-01-18,11537.72,7293.65
2018-01-19,11499.77,7312.00
2018-01-20,12486.57,7312.00
2018-01-21,11826.96,7312.00
2018-01-22,10899.45,7338.04
2018-01-23,10687.97,7424.95
2018-01-24,11061.00,7474.16
2018-01-25,11301.56,7457.95
2018-01-26,10880.53,7448.33
2018-01-27,11287.97,7448.33
2018-01-28,11704.54,7448.33
2018-01-29,11284.76,7484.47
2018-01-30,10395.94,7388.89
2018-01-31,9944.16,7443.25
2018-02-01,9222.28,7377.17
2018-02-02,8409.31,7347.59
2018-02-03,8928.31,7347.59
2018-02-04,8477.23,7347.59
2018-02-05,7352.34,7165.96
2018-02-06,6870.00,6837.56
2018-02-07,7986.14,7086.20
2018-02-08,8228.03,7067.30
2018-02-09,8254.92,6863.34
2018-02-10,8662.42,6863.34
2018-02-11,8145.40,6863.34
2018-02-12,8662.80,6936.68
2018-02-13,8588.47,6942.16
2018-02-14,9092.78,6979.24
2018-02-15,9831.31,7200.75
2018-02-16,10023.95,7236.51
2018-02-17,10703.13,7236.51
2018-02-18,10708.96,7236.51
2018-02-19,10924.92,7236.51
2018-02-20,11470.15,7209.03
2018-02-21,10789.44,7258.48
2018-02-22,10198.18,7252.46
2018-02-23,10021.35,7261.35
2018-02-24,9862.46,7261.35
2018-02-25,9546.58,7261.35
2018-02-26,10045.70,7373.30
2018-02-27,10576.64,7416.17
2018-02-28,10624.38,7371.41
2018-03-01,10727.27,7274.75
2018-03-02,10980.30,7099.54
2018-03-03,11332.93,7099.54
2018-03-04,11279.98,7099.54
2018-03-05,11540.35,7222.89
2018-03-06,10961.27,7366.61
2018-03-07,10112.37,7311.74
2018-03-08,9651.27,7422.77
2018-03-09,8860.15,7475.98
2018-03-10,9168.21,7475.98
2018-03-11,9127.44,7475.98
2018-03-12,9338.34,7581.04
2018-03-13,9153.00,7627.52
2018-03-14,8598.49,7539.78
2018-03-15,8082.12,7509.24
2018-03-16,8317.01,7504.37
2018-03-17,8075.09,7504.37
2018-03-18,7689.81,7504.37
2018-03-19,8375.31,7419.20
2018-03-20,8658.32,7353.25
2018-03-21,8974.03,7347.50
2018-03-22,8732.68,7257.55
2018-03-23,8518.99,7170.68
2018-03-24,8817.49,7170.68
2018-03-25,8520.53,7170.68
2018-03-26,8209.07,7125.20
2018-03-27,7952.07,7255.47
2018-03-28,7927.59,6978.30
2018-03-29,7406.91,6984.66
2018-03-30,6857.28,6984.66
2018-03-31,7023.23,6984.66
2018-04-01,6711.19,6984.66
2018-04-02,6984.65,7016.17
2018-04-03,7335.19,6924.35
2018-04-04,7031.67,6811.77
2018-04-05,6747.86,7099.25
2018-04-06,6639.74,6999.57
2018-04-07,6896.34,6999.57
2018-04-08,7003.12,6999.57
2018-04-09,6839.42,6971.45
2018-04-10,6786.64,7060.99
2018-04-11,6894.96,7055.00
2018-04-12,7548.02,7112.02
2018-04-13,8031.32,7179.62
2018-04-14,8022.03,7179.62
2018-04-15,8255.42,7179.62
2018-04-16,8097.65,7153.87
2018-04-17,8026.39,7215.12
2018-04-18,8076.69,7292.38
2018-04-19,8210.26,7258.61
2018-04-20,8485.12,7220.64
2018-04-21,8799.39,7220.64
2018-04-22,8889.90,7220.64
2018-04-23,8890.30,7173.99
2018-04-24,9320.97,7160.77
2018-04-25,9178.50,7009.99
2018-04-26,8881.37,7080.49
2018-04-27,9199.12,7195.52
2018-04-28,9238.00,7195.52
2018-04-29,9354.93,7195.52
2018-04-30,9272.98,7133.95
2018-05-01,8982.20,7053.65
2018-05-02,9110.40,7138.45
2018-05-03,9420.41,7065.03
2018-05-04,9652.80,7065.67
2018-05-05,9827.54,7065.67
2018-05-06,9582.40,7065.67
2018-05-07,9327.80,7241.82
2018-05-08,9232.13,7255.34
2018-05-09,9174.72,7281.53
2018-05-10,9234.64,7355.90
2018-05-11,8697.05,7393.97
2018-05-12,8409.41,7393.97
2018-05-13,8569.27,7393.97
2018-05-14,8595.89,7429.45
2018-05-15,8637.63,7361.30
2018-05-16,8268.96,7356.22
2018-05-17,8258.85,7379.58
2018-05-18,8089.66,7364.34
2018-05-19,8256.69,7364.34
2018-05-20,8374.32,7364.34
2018-05-21,8451.22,7406.34
2018-05-22,8189.41,7420.85
2018-05-23,7720.04,7335.03
2018-05-24,7510.63,7421.99
2018-05-25,7468.86,7422.20
2018-05-26,7474.89,7422.20
2018-05-27,7312.88,7422.20
2018-05-28,7237.97,7422.20
2018-05-29,7313.56,7398.51
2018-05-30,7433.68,7428.41
2018-05-31,7513.86,7455.58
2018-06-01,7480.52,7487.66
2018-06-02,7595.74,7487.66
2018-06-03,7691.81,7487.66
2018-06-04,7563.67,7570.08
2018-06-05,7494.37,7621.36
2018-06-06,7605.20,7652.80
2018-06-07,7695.61,7697.41
2018-06-08,7617.32,7607.74
2018-06-09,7598.01,7607.74
2018-06-10,6965.70,7607.74
2018-06-11,6754.94,7647.24
2018-06-12,6694.12,7673.87
2018-06-13,6398.31,7713.90
2018-06-14,6493.93,7723.53
2018-06-15,6545.67,7725.03
2018-06-16,6460.21,7725.03
2018-06-17,6509.02,7725.03
2018-06-18,6551.33,7692.96
2018-06-19,6731.63,7658.47
2018-06-20,6679.72,7764.15
2018-06-21,6731.91,7800.30
2018-06-22,6283.20,7739.69
2018-06-23,6137.49,7739.69
2018-06-24,5987.55,7739.69
2018-06-25,6204.81,7631.12
2018-06-26,6186.03,7553.74
2018-06-27,6091.41,7586.33
2018-06-28,6020.60,7438.11
2018-06-29,5936.40,7544.13
2018-06-30,6370.48,7544.13
2018-07-01,6349.23,7544.13
2018-07-02,6495.22,7451.90
2018-07-03,6583.67,7593.63
2018-07-04,6576.17,7593.63
2018-07-05,6581.19,7550.66
2018-07-06,6543.92,7595.93
2018-07-07,6615.83,7595.93
2018-07-08,6738.25,7595.93
2018-07-09,6707.19,7731.74
2018-07-10,6447.61,7770.63
2018-07-11,6345.67,7698.51
2018-07-12,6193.68,7752.71
2018-07-13,6234.57,7827.62
2018-07-14,6241.02,7827.62
2018-07-15,6335.76,7827.62
2018-07-16,6569.16,7831.74
2018-07-17,7040.98,7751.97
2018-07-18,7421.38,7859.43
2018-07-19,7405.17,7829.80
2018-07-20,7433.61,7843.08
2018-07-21,7323.07,7843.08
2018-07-22,7451.05,7843.08
2018-07-23,7681.18,7806.93
2018-07-24,8088.27,7914.35
2018-07-25,8240.26,7839.09
2018-07-26,8138.78,7848.04
2018-07-27,8016.59,7889.75
2018-07-28,8171.91,7889.75
2018-07-29,8207.49,7889.75
2018-07-30,8104.71,7735.27
2018-07-31,7843.88,7654.59
2018-08-01,7563.55,7701.82
2018-08-02,7587.15,7659.52
2018-08-03,7396.34,7819.23
2018-08-04,7146.42,7819.23
2018-08-05,6985.65,7819.23
2018-08-06,6954.98,7809.54
2018-08-07,6931.96,7878.62
2018-08-08,6419.72,7880.00
2018-08-09,6386.56,7886.52
2018-08-10,6320.85,7834.71
2018-08-11,6215.55,7834.71
2018-08-12,6308.12,7834.71
2018-08-13,6339.17,7848.00
2018-08-14,6044.38,7847.88
2018-08-15,6405.88,7810.02
2018-08-16,6345.80,7826.95
2018-08-17,6474.70,7786.64
2018-08-18,6437.24,7786.64
2018-08-19,6418.13,7786.64
2018-08-20,6400.62,7834.37
2018-08-21,6404.10,7840.09
2018-08-22,6539.19,7844.04
2018-08-23,6435.08,7886.47
2018-08-24,6562.88,7907.81
2018-08-25,6711.48,7907.81
2018-08-26,6659.68,7907.81
2018-08-27,6739.23,7989.64
2018-08-28,7001.25,8039.01
2018-08-29,7034.46,8044.34
2018-08-30,6908.86,8094.20
2018-08-31,6981.28,8079.31
2018-09-01,7159.88,8079.31
2018-09-02,7246.63,8079.31
2018-09-03,7259.13,8079.31
2018-09-04,7331.77,8087.95
2018-09-05,7020.37,8073.53
2018-09-06,6413.68,7998.27
2018-09-07,6433.48,7878.79
2018-09-08,6281.01,7878.79
2018-09-09,6287.73,7878.79
2018-09-10,6284.41,7939.57
2018-09-11,6284.68,7894.87
2018-09-12,6267.80,7958.87
2018-09-13,6460.09,7999.93
2018-09-14,6492.12,8026.16
2018-09-15,6518.94,8026.16
2018-09-16,6456.39,8026.16
2018-09-17,6323.18,7992.21
2018-09-18,6305.51,7903.57
2018-09-19,6329.13,7962.55
2018-09-20,6414.75,7993.53
2018-09-21,6672.39,8041.69
2018-09-22,6699.87,8041.69
2018-09-23,6709.32,8041.69
2018-09-24,6624.17,7939.38
2018-09-25,6414.09,8001.59
2018-09-26,6470.39,8011.68
2018-09-27,6562.32,8021.22
2018-09-28,6660.42,8024.50
2018-09-29,6542.94,8024.50
2018-09-30,6575.37,8024.50
2018-10-01,6559.22,8091.50
2018-10-02,6526.60,8024.47
2018-10-03,6442.33,8034.65
2018-10-04,6550.34,7993.33
2018-10-05,6553.86,7874.76
2018-10-06,6552.48,7874.76
2018-10-07,6553.64,7874.76
2018-10-08,6593.88,7747.10
2018-10-09,6585.04,7728.51
2018-10-10,6491.35,7694.08
2018-10-11,6202.67,7388.07
2018-10-12,6194.43,7507.84
2018-10-13,6194.55,7507.84
2018-10-14,6234.79,7507.84
2018-10-15,6457.26,7473.33
2018-10-16,6439.46,7501.78
2018-10-17,6436.28,7669.26
2018-10-18,6418.65,7616.47
2018-10-19,6383.70,7530.16
2018-10-20,6398.06,7530.16
2018-10-21,6433.42,7530.16
2018-10-22,6402.69,7486.74
2018-10-23,6393.71,7328.55
2018-10-24,6430.02,7423.21
2018-10-25,6397.53,7197.49
2018-10-26,6409.24,7125.18
2018-10-27,6404.83,7125.18
2018-10-28,6402.36,7125.18
2018-10-29,6298.49,7272.42
2018-10-30,6263.01,7017.87
2018-10-31,6280.45,7276.62
2018-11-01,6316.09,7327.82
2018-11-02,6352.34,7424.02
2018-11-03,6331.72,7424.02
2018-11-04,6401.56,7424.02
2018-11-05,6403.25,7344.08
2018-11-06,6420.56,7326.07
2018-11-07,6508.88,7446.09
2018-11-08,6445.85,7544.17
2018-11-09,6362.78,7468.51
2018-11-10,6352.37,7468.51
2018-11-11,6316.95,7468.51
2018-11-12,6346.66,7364.05
